clip_uid,feature_key,source,instance,event_family,official_split,action_type,action_group,difficulty,dive_score,execution_quality,judge_count,judge_scores_json,start_frame,end_frame,frame_count,transition_frames_json,frame_labels_json,subactions_json,splash_path,splash_exists,analysis_role,source_role,judge_label_valid,judge_invalid_reason,judge_consensus_median,judge_sample_sd,judge_pairwise_abs,judge_official_aggregate,judge_aggregate_abs_error,disagreement_primary_eligible,disagreement_supplemental_eligible
01::139,70f2613f359328bd510b,01,139,01,test,5253b,5,3.2,72.0,7.499999999999999,7,"[7.5,7.0,7.5,7.0,7.5,7.5,7.5]",211168,211281,114,"[31,47,70]","[2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36]","{""15"":""2.5 Soms.Pike"",""2"":""Back"",""31"":""1.5 Twists"",""36"":""Entry""}",D:\code\papers\data\datasets\splash_data\01\139.pkl,True,official_test,source_fit,True,valid,7.5,0.24397501823713333,0.23809523809523808,7.5,8.881784197001252e-16,True,False
01::142,63bd0357f288f3985bfb,01,142,01,test,307c,3,3.4,64.35,6.3088235294117645,7,"[6.5,6.5,6.5,6.5,6.5,6.0,6.0]",215883,215977,95,"[11,49]","[3,3,3,3,3,3,3,3,3,3,3,3,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36]","{""25"":""3.5 Soms.Tuck"",""3"":""Reverse"",""36"":""Entry""}",D:\code\papers\data\datasets\splash_data\01\142.pkl,True,official_test,source_fit,True,valid,6.5,0.24397501823713327,0.23809523809523808,6.5,0.1911764705882355,True,False
01::144,91bd440b7b1cca0cf1ac,01,144,01,test,6142d,6,3.1,69.75,7.499999999999999,7,"[8.0,7.5,7.5,7.5,7.0,7.5,7.5]",218988,219089,102,"[39,59,70]","[5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,14,14,14,14,14,14,14,14,14,14,14,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35]","{""14"":""2 Soms.Pike"",""30"":""1 Twist"",""35"":""3.5 Twists"",""5"":""Arm.Forward""}",D:\code\papers\data\datasets\splash_data\01\144.pkl,True,official_test,source_fit,True,valid,7.5,0.28867513459481287,0.2857142857142857,7.5,8.881784197001252e-16,True,False
01::153,0b434ffca29383e29380,01,153,01,test,207b,2,3.6,81.0,7.499999999999999,7,"[7.5,7.5,7.5,7.5,7.5,7.5,8.0]",232172,232258,87,"[13,53]","[2,2,2,2,2,2,2,2,2,2,2,2,2,2,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36]","{""17"":""3.5 Soms.Pike"",""2"":""Back"",""36"":""Entry""}",D:\code\papers\data\datasets\splash_data\01\153.pkl,True,official_test,source_fit,True,valid,7.5,0.1889822365046136,0.14285714285714285,7.5,8.881784197001252e-16,True,False
01::157,9d227273cabf54873aeb,01,157,01,test,207b,2,3.6,39.6,3.6666666666666665,7,"[3.5,3.5,4.0,3.0,4.0,5.0,3.0]",237642,237780,139,"[35,75]","[2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36]","{""17"":""3.5 Soms.Pike"",""2"":""Back"",""36"":""Entry""}",D:\code\papers\data\datasets\splash_data\01\157.pkl,True,official_test,source_fit,True,valid,3.5,0.6986381310057719,0.8095238095238095,3.6666666666666665,0.0,True,False
01::161,8e8fd86336cdce333a83,01,161,01,test,5255b,5,3.6,81.0,7.499999999999999,7,"[7.5,7.5,7.5,7.5,5.5,7.5,7.5]",245253,245369,117,"[35,59,75]","[2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36]","{""15"":""2.5 Soms.Pike"",""2"":""Back"",""33"":""2.5 Twists"",""36"":""Entry""}",D:\code\papers\data\datasets\splash_data\01\161.pkl,True,official_test,source_fit,True,valid,7.5,0.7559289460184545,0.5714285714285714,7.5,8.881784197001252e-16,True,False
01::162,e49c50e20c43fddc003f,01,162,01,test,5255b,5,3.6,86.4,8.0,7,"[8.5,8.5,8.0,8.0,7.5,8.0,8.0]",247024,247129,106,"[23,48,66]","[2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36]","{""15"":""2.5 Soms.Pike"",""2"":""Back"",""33"":""2.5 Twists"",""36"":""Entry""}",D:\code\papers\data\datasets\splash_data\01\162.pkl,True,official_test,source_fit,True,valid,8.0,0.34503277967117707,0.38095238095238093,8.0,0.0,True,False
01::167,dce739c6a3ee8e84cf4e,01,167,01,test,5253b,5,3.2,67.2,6.999999999999999,7,"[8.0,7.0,7.0,7.5,7.0,7.0,7.0]",254040,254135,96,"[11,28,50]","[2,2,2,2,2,2,2,2,2,2,2,2,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36]","{""15"":""2.5 Soms.Pike"",""2"":""Back"",""31"":""1.5 Twists"",""36"":""Entry""}",D:\code\papers\data\datasets\splash_data\01\167.pkl,True,official_test,source_fit,True,valid,7.0,0.39339789623472154,0.38095238095238093,7.0,8.881784197001252e-16,True,False
01::169,f99a155a3eb30129c79e,01,169,01,test,5255b,5,3.6,84.6,7.833333333333332,7,"[8.0,8.0,7.5,7.5,8.0,7.5,8.0]",257042,257143,102,"[19,40,57]","[2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36]","{""15"":""2.5 Soms.Pike"",""2"":""Back"",""33"":""2.5 Twists"",""36"":""Entry""}",D:\code\papers\data\datasets\splash_data\01\169.pkl,True,official_test,source_fit,True,valid,8.0,0.2672612419124244,0.2857142857142857,7.833333333333333,8.881784197001252e-16,True,False
01::171,9858cb47d2c71e7ba34b,01,171,01,test,6243d,6,3.2,68.8,7.166666666666665,7,"[7.5,7.0,7.0,7.0,7.5,7.5,7.0]",260227,260334,108,"[31,59,69]","[6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,14,14,14,14,14,14,14,14,14,14,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36]","{""14"":""2 Soms.Pike"",""31"":""1.5 Twists"",""36"":""Entry"",""6"":""Arm.Back""}",D:\code\papers\data\datasets\splash_data\01\171.pkl,True,official_test,source_fit,True,valid,7.0,0.2672612419124244,0.2857142857142857,7.166666666666667,1.7763568394002505e-15,True,False
01::177,c482efc52e5f8a2c2d21,01,177,01,test,6142d,6,3.1,60.45,6.5,7,"[6.5,6.5,6.5,6.5,7.0,5.0,6.5]",269859,269984,126,"[43,63,78]","[5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35]","{""14"":""2 Soms.Pike"",""30"":""1 Twist"",""35"":""3.5 Twists"",""5"":""Arm.Forward""}",D:\code\papers\data\datasets\splash_data\01\177.pkl,True,official_test,source_fit,True,valid,6.5,0.6267831705280087,0.5714285714285714,6.5,0.0,True,False
01::182,754fd2c97e825482c8cc,01,182,01,test,5255b,5,3.6,86.4,8.0,7,"[8.5,8.0,8.5,8.0,8.0,8.0,8.0]",277140,277244,105,"[11,34,50]","[2,2,2,2,2,2,2,2,2,2,2,2,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36]","{""15"":""2.5 Soms.Pike"",""2"":""Back"",""33"":""2.5 Twists"",""36"":""Entry""}",D:\code\papers\data\datasets\splash_data\01\182.pkl,True,official_test,source_fit,True,valid,8.0,0.2439750182371333,0.23809523809523808,8.0,0.0,True,False
02::5,13e80b39f1a32e9b7f11,02,5,02,test,407c,4,3.2,81.6,8.499999999999998,7,"[8.5,8.5,8.5,8.5,8.5,8.5,9.0]",15863,15980,118,"[37,74]","[4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36]","{""25"":""3.5 Soms.Tuck"",""36"":""Entry"",""4"":""Inward""}",D:\code\papers\data\datasets\splash_data\02\5.pkl,True,official_test,source_fit,True,valid,8.5,0.1889822365046136,0.14285714285714285,8.5,1.7763568394002505e-15,True,False
02::6,c154225ed0bffb2f318d,02,6,02,test,5253b,5,3.2,68.8,7.166666666666665,7,"[7.0,7.0,7.0,7.0,7.5,7.5,7.5]",17104,17205,102,"[19,37,59]","[2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36]","{""15"":""2.5 Soms.Pike"",""2"":""Back"",""31"":""1.5 Twists"",""36"":""Entry""}",D:\code\papers\data\datasets\splash_data\02\6.pkl,True,official_test,source_fit,True,valid,7.0,0.2672612419124244,0.2857142857142857,7.166666666666667,1.7763568394002505e-15,True,False
02::14,d1afda1477b9e5a19ff6,02,14,02,test,207c,2,3.3,85.8,8.666666666666668,7,"[8.5,9.0,9.0,8.5,9.0,8.5,8.5]",28586,28686,101,"[22,60]","[2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36]","{""2"":""Back"",""25"":""3.5 Soms.Tuck"",""36"":""Entry""}",D:\code\papers\data\datasets\splash_data\02\14.pkl,True,official_test,source_fit,True,valid,8.5,0.2672612419124244,0.2857142857142857,8.666666666666666,1.7763568394002505e-15,True,False
02::18,e6e6a8a2eefc1ced28c1,02,18,02,test,407c,4,3.2,89.6,9.333333333333332,7,"[9.0,9.5,10.0,9.5,9.5,9.0,9.0]",34324,34434,111,"[34,71]","[4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36]","{""25"":""3.5 Soms.Tuck"",""36"":""Entry"",""4"":""Inward""}",D:\code\papers\data\datasets\splash_data\02\18.pkl,True,official_test,source_fit,True,valid,9.5,0.3779644730092272,0.42857142857142855,9.333333333333334,1.7763568394002505e-15,True,False
02::19,fe0386d5918cdd8855a2,02,19,02,test,407c,4,3.2,86.4,9.0,7,"[9.0,9.5,9.5,9.0,9.0,8.5,9.0]",37155,37236,82,"[4,40]","[4,4,4,4,4,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36]","{""25"":""3.5 Soms.Tuck"",""36"":""Entry"",""4"":""Inward""}",D:\code\papers\data\datasets\splash_data\02\19.pkl,True,official_test,source_fit,True,valid,9.0,0.34503277967117707,0.38095238095238093,9.0,0.0,True,False
02::26,97f174fb69c177c473d0,02,26,02,test,5255b,5,3.6,86.4,8.0,7,"[8.0,8.0,8.0,8.0,8.0,7.5,8.0]",46969,47086,118,"[38,63,78]","[2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36]","{""15"":""2.5 Soms.Pike"",""2"":""Back"",""33"":""2.5 Twists"",""36"":""Entry""}",D:\code\papers\data\datasets\splash_data\02\26.pkl,True,official_test,source_fit,True,valid,8.0,0.1889822365046136,0.14285714285714285,8.0,0.0,True,False
02::27,33a3543ad660e022d0e8,02,27,02,test,407c,4,3.2,75.2,7.833333333333332,7,"[8.0,7.5,6.0,8.0,7.5,8.0,8.0]",48483,48586,104,"[17,54]","[4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36]","{""25"":""3.5 Soms.Tuck"",""36"":""Entry"",""4"":""Inward""}",D:\code\papers\data\datasets\splash_data\02\27.pkl,True,official_test,source_fit,True,valid,8.0,0.7319250547113999,0.7142857142857143,7.833333333333333,8.881784197001252e-16,True,False
02::42,6d367189237545ca1933,02,42,02,test,626c,6,3.3,69.3,7.000000000000001,7,"[7.0,7.0,7.5,7.0,7.0,7.5,7.0]",72471,72588,118,"[39,69]","[6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36]","{""24"":""3 Soms.Tuck"",""36"":""Entry"",""6"":""Arm.Back""}",D:\code\papers\data\datasets\splash_data\02\42.pkl,True,official_test,source_fit,True,valid,7.0,0.2439750182371333,0.23809523809523808,7.0,8.881784197001252e-16,True,False
02::46,62f8970f54a30661c760,02,46,02,test,407c,4,3.2,86.4,9.0,7,"[9.0,9.0,9.0,9.0,8.5,8.5,9.0]",78487,78598,112,"[32,67]","[4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36]","{""25"":""3.5 Soms.Tuck"",""36"":""Entry"",""4"":""Inward""}",D:\code\papers\data\datasets\splash_data\02\46.pkl,True,official_test,source_fit,True,valid,9.0,0.2439750182371333,0.23809523809523808,9.0,0.0,True,False
02::56,361c6bce7cecc433eb71,02,56,02,test,636c,6,3.4,81.6,8.0,7,"[8.0,8.0,8.0,8.0,8.5,8.5,8.0]",96312,96416,105,"[34,67]","[7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36]","{""24"":""3 Soms.Tuck"",""36"":""Entry"",""7"":""Arm.Reverse""}",D:\code\papers\data\datasets\splash_data\02\56.pkl,True,official_test,source_fit,True,valid,8.0,0.2439750182371333,0.23809523809523808,8.0,0.0,True,False
02::61,2b81b31d46085364523f,02,61,02,test,307c,3,3.4,84.15,8.250000000000002,7,"[8.5,8.0,8.5,8.5,8.5,8.5,8.0]",103637,103744,108,"[28,68]","[3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36]","{""25"":""3.5 Soms.Tuck"",""3"":""Reverse"",""36"":""Entry""}",D:\code\papers\data\datasets\splash_data\02\61.pkl,True,official_test,source_fit,True,valid,8.5,0.2439750182371333,0.23809523809523808,8.5,0.24999999999999822,True,False
02::66,ea6e036797866c01e4c4,02,66,02,test,207c,2,3.3,89.1,9.0,7,"[9.0,9.5,9.0,9.0,8.5,9.0,9.5]",111517,111632,116,"[36,78]","[2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36]","{""2"":""Back"",""25"":""3.5 Soms.Tuck"",""36"":""Entry""}",D:\code\papers\data\datasets\splash_data\02\66.pkl,True,official_test,source_fit,True,valid,9.0,0.34503277967117707,0.38095238095238093,9.0,0.0,True,False
02::67,9216612bacad85ec5624,02,67,02,test,6245d,6,3.6,81.0,7.499999999999999,7,"[7.5,7.0,7.5,7.5,8.0,7.5,8.0]",113483,113603,121,"[47,72,80]","[6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,14,14,14,14,14,14,14,14,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36]","{""14"":""2 Soms.Pike"",""33"":""2.5 Twists"",""36"":""Entry"",""6"":""Arm.Back""}",D:\code\papers\data\datasets\splash_data\02\67.pkl,True,official_test,source_fit,True,valid,7.5,0.34503277967117707,0.38095238095238093,7.5,8.881784197001252e-16,True,False
02::69,b69850f30fd8106ed146,02,69,02,test,207b,2,3.6,86.4,8.0,7,"[8.0,8.5,8.5,8.0,8.0,8.0,8.0]",116949,117063,115,"[38,77]","[2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36]","{""17"":""3.5 Soms.Pike"",""2"":""Back"",""36"":""Entry""}",D:\code\papers\data\datasets\splash_data\02\69.pkl,True,official_test,source_fit,True,valid,8.0,0.2439750182371333,0.23809523809523808,8.0,0.0,True,False
02::86,183fe49245a2da3b5208,02,86,02,test,307c,3,3.4,89.1,8.735294117647058,7,"[9.0,8.0,8.5,9.0,9.0,9.0,9.0]",143368,143476,109,"[35,74]","[3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36]","{""25"":""3.5 Soms.Tuck"",""3"":""Reverse"",""36"":""Entry""}",D:\code\papers\data\datasets\splash_data\02\86.pkl,True,official_test,source_fit,True,valid,9.0,0.39339789623472154,0.38095238095238093,9.0,0.264705882352942,True,False
02::89,426c4b35005b9ddf9cfc,02,89,02,test,6245d,6,3.6,75.6,6.999999999999999,7,"[7.0,7.0,7.0,7.0,6.5,7.0,7.0]",147502,147607,106,"[31,57,66]","[6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,14,14,14,14,14,14,14,14,14,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36]","{""14"":""2 Soms.Pike"",""33"":""2.5 Twists"",""36"":""Entry"",""6"":""Arm.Back""}",D:\code\papers\data\datasets\splash_data\02\89.pkl,True,official_test,source_fit,True,valid,7.0,0.1889822365046136,0.14285714285714285,7.0,8.881784197001252e-16,True,False
02::97,1e686312099df571450b,02,97,02,test,5255b,5,3.6,91.8,8.5,7,"[8.5,8.5,8.5,8.5,8.5,9.0,9.0]",160504,160599,96,"[9,31,49]","[2,2,2,2,2,2,2,2,2,2,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36]","{""15"":""2.5 Soms.Pike"",""2"":""Back"",""33"":""2.5 Twists"",""36"":""Entry""}",D:\code\papers\data\datasets\splash_data\02\97.pkl,True,official_test,source_fit,True,valid,8.5,0.2439750182371333,0.23809523809523808,8.5,0.0,True,False
02::99,40f3d7bb2933522180ab,02,99,02,test,5255b,5,3.6,86.4,8.0,7,"[8.0,8.0,8.0,8.0,8.0,7.5,8.0]",163771,163876,106,"[17,42,58]","[2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36]","{""15"":""2.5 Soms.Pike"",""2"":""Back"",""33"":""2.5 Twists"",""36"":""Entry""}",D:\code\papers\data\datasets\splash_data\02\99.pkl,True,official_test,source_fit,True,valid,8.0,0.1889822365046136,0.14285714285714285,8.0,0.0,True,False
02::100,fa1efefdba2d107d1a98,02,100,02,test,5255b,5,3.6,70.2,6.5,7,"[6.5,6.5,7.0,7.0,5.5,6.5,6.5]",165261,165391,131,"[43,65,83]","[2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36]","{""15"":""2.5 Soms.Pike"",""2"":""Back"",""33"":""2.5 Twists"",""36"":""Entry""}",D:\code\papers\data\datasets\splash_data\02\100.pkl,True,official_test,source_fit,True,valid,6.5,0.5,0.5238095238095238,6.5,0.0,True,False
